Date,d,wm_yr_wk,weekday,month,year,Hobbies,Foods,HouseHold,event_name_1,event_type_1,event_name_2,event_type_2
2011-12-12,318,11146,Monday,12,2011,2831.0,22015.0,4305.0,"","","",""
2011-12-13,319,11146,Tuesday,12,2011,2443.0,20528.0,3942.0,"","","",""
2011-12-14,320,11146,Wednesday,12,2011,2485.0,20201.0,4108.0,"","","",""
2011-12-15,321,11146,Thursday,12,2011,2894.0,22490.0,4260.0,"","","",""
2011-12-16,322,11146,Friday,12,2011,2914.0,21275.0,4696.0,"","","",""
2011-12-17,323,11147,Saturday,12,2011,3270.0,24797.0,6092.0,"","","",""
2011-12-18,324,11147,Sunday,12,2011,2802.0,23652.0,5633.0,"","","",""
2011-12-19,325,11147,Monday,12,2011,2627.0,19961.0,4480.0,"","","",""
2011-12-20,326,11147,Tuesday,12,2011,2620.0,19255.0,4387.0,"","","",""
2011-12-21,327,11147,Wednesday,12,2011,2763.0,19578.0,4321.0,"","","",""
2011-12-22,328,11147,Thursday,12,2011,2945.0,20555.0,4682.0,"","","",""
2011-12-23,329,11147,Friday,12,2011,3350.0,25966.0,5330.0,"","","",""
2011-12-24,330,11148,Saturday,12,2011,2580.0,23432.0,3946.0,"","","",""
2011-12-25,331,11148,Sunday,12,2011,0.0,13.0,0.0,Christmas,National,"",""
2011-12-26,332,11148,Monday,12,2011,3244.0,19210.0,5578.0,"","","",""
2011-12-27,333,11148,Tuesday,12,2011,2538.0,17379.0,4734.0,"","","",""
2011-12-28,334,11148,Wednesday,12,2011,2548.0,17401.0,4842.0,Chanukah End,Religious,"",""
2011-12-29,335,11148,Thursday,12,2011,2427.0,17149.0,4965.0,"","","",""
2011-12-30,336,11148,Friday,12,2011,3581.0,23501.0,6570.0,"","","",""
2011-12-31,337,11149,Saturday,12,2011,2849.0,25041.0,5861.0,"","","",""
2012-01-01,338,11149,Sunday,1,2012,1825.0,15898.0,4084.0,NewYear,National,"",""
2012-01-02,339,11149,Monday,1,2012,3082.0,23631.0,6340.0,"","","",""
2012-01-03,340,11149,Tuesday,1,2012,2649.0,21115.0,4987.0,"","","",""
2012-01-04,341,11149,Wednesday,1,2012,2526.0,18627.0,4668.0,"","","",""
2012-01-05,342,11149,Thursday,1,2012,2433.0,21132.0,4934.0,"","","",""
2012-01-06,343,11149,Friday,1,2012,2957.0,22325.0,5123.0,"","","",""
2012-01-07,344,11150,Saturday,1,2012,3468.0,27327.0,6348.0,OrthodoxChristmas,Religious,"",""
2012-01-08,345,11150,Sunday,1,2012,2708.0,27712.0,6302.0,"","","",""
2012-01-09,346,11150,Monday,1,2012,2203.0,21688.0,4315.0,"","","",""
2012-01-10,347,11150,Tuesday,1,2012,2467.0,19807.0,4366.0,"","","",""
2012-01-11,348,11150,Wednesday,1,2012,2844.0,21772.0,4428.0,"","","",""
2012-01-12,349,11150,Thursday,1,2012,2110.0,18816.0,3789.0,"","","",""
2012-01-13,350,11150,Friday,1,2012,2631.0,21831.0,5001.0,"","","",""
2012-01-14,351,11151,Saturday,1,2012,3371.0,26918.0,6526.0,"","","",""
2012-01-15,352,11151,Sunday,1,2012,2977.0,27677.0,5805.0,"","","",""
2012-01-16,353,11151,Monday,1,2012,2797.0,22421.0,5330.0,MartinLutherKingDay,National,"",""
2012-01-17,354,11151,Tuesday,1,2012,1988.0,16683.0,3516.0,"","","",""
2012-01-18,355,11151,Wednesday,1,2012,2508.0,18539.0,4301.0,"","","",""
2012-01-19,356,11151,Thursday,1,2012,2414.0,17552.0,4068.0,"","","",""
2012-01-20,357,11151,Friday,1,2012,2419.0,19766.0,5019.0,"","","",""
2012-01-21,358,11152,Saturday,1,2012,3827.0,27425.0,7326.0,"","","",""
2012-01-22,359,11152,Sunday,1,2012,2585.0,23909.0,6093.0,"","","",""
2012-01-23,360,11152,Monday,1,2012,2426.0,17725.0,4551.0,"","","",""
2012-01-24,361,11152,Tuesday,1,2012,2462.0,16927.0,4160.0,"","","",""
2012-01-25,362,11152,Wednesday,1,2012,2244.0,16204.0,3960.0,"","","",""
2012-01-26,363,11152,Thursday,1,2012,2550.0,16251.0,4436.0,"","","",""
2012-01-27,364,11152,Friday,1,2012,2789.0,19221.0,5189.0,"","","",""
2012-01-28,365,11201,Saturday,1,2012,3696.0,24127.0,6539.0,"","","",""
2012-01-29,366,11201,Sunday,1,2012,3212.0,24108.0,6257.0,"","","",""
2012-01-30,367,11201,Monday,1,2012,2227.0,18278.0,4683.0,"","","",""
2012-01-31,368,11201,Tuesday,1,2012,2492.0,17948.0,4684.0,"","","",""
2012-02-01,369,11201,Wednesday,2,2012,3012.0,20989.0,5850.0,"","","",""
2012-02-02,370,11201,Thursday,2,2012,2682.0,20819.0,5114.0,"","","",""
2012-02-03,371,11201,Friday,2,2012,3308.0,25333.0,6463.0,"","","",""
2012-02-04,372,11202,Saturday,2,2012,4026.0,30722.0,8281.0,"","","",""
2012-02-05,373,11202,Sunday,2,2012,3156.0,30180.0,6739.0,SuperBowl,Sporting,"",""
2012-02-06,374,11202,Monday,2,2012,2546.0,22951.0,5184.0,"","","",""
2012-02-07,375,11202,Tuesday,2,2012,2438.0,20626.0,5044.0,"","","",""
2012-02-08,376,11202,Wednesday,2,2012,2323.0,21170.0,5086.0,"","","",""
2012-02-09,377,11202,Thursday,2,2012,2605.0,22467.0,4855.0,"","","",""
2012-02-10,378,11202,Friday,2,2012,2676.0,22101.0,5086.0,"","","",""
2012-02-11,379,11203,Saturday,2,2012,3926.0,30252.0,7579.0,"","","",""
2012-02-12,380,11203,Sunday,2,2012,3283.0,31167.0,7454.0,"","","",""
2012-02-13,381,11203,Monday,2,2012,2335.0,24331.0,5009.0,"","","",""
2012-02-14,382,11203,Tuesday,2,2012,2295.0,18774.0,4031.0,ValentinesDay,Cultural,"",""
2012-02-15,383,11203,Wednesday,2,2012,2484.0,19494.0,4900.0,"","","",""
2012-02-16,384,11203,Thursday,2,2012,2579.0,17551.0,5065.0,"","","",""
2012-02-17,385,11203,Friday,2,2012,2860.0,18998.0,5746.0,"","","",""
2012-02-18,386,11204,Saturday,2,2012,3581.0,25763.0,7278.0,"","","",""
2012-02-19,387,11204,Sunday,2,2012,3137.0,25964.0,7237.0,"","","",""
2012-02-20,388,11204,Monday,2,2012,2430.0,21666.0,6122.0,PresidentsDay,National,"",""
2012-02-21,389,11204,Tuesday,2,2012,2564.0,17853.0,4773.0,"","","",""
2012-02-22,390,11204,Wednesday,2,2012,2460.0,16958.0,4697.0,LentStart,Religious,"",""
2012-02-23,391,11204,Thursday,2,2012,2440.0,17631.0,5140.0,"","","",""
2012-02-24,392,11204,Friday,2,2012,2599.0,19849.0,5422.0,"","","",""
2012-02-25,393,11205,Saturday,2,2012,3723.0,24666.0,7380.0,"","","",""
2012-02-26,394,11205,Sunday,2,2012,3314.0,25699.0,7268.0,"","","",""
2012-02-27,395,11205,Monday,2,2012,2440.0,19498.0,5332.0,"","","",""
2012-02-28,396,11205,Tuesday,2,2012,2471.0,17124.0,4764.0,"","","",""
2012-02-29,397,11205,Wednesday,2,2012,2525.0,17347.0,4930.0,LentWeek2,Religious,"",""
2012-03-01,398,11205,Thursday,3,2012,3025.0,21248.0,5959.0,"","","",""
2012-03-02,399,11205,Friday,3,2012,3121.0,23537.0,5885.0,"","","",""
2012-03-03,400,11206,Saturday,3,2012,3809.0,29739.0,7771.0,"","","",""
2012-03-04,401,11206,Sunday,3,2012,3462.0,29217.0,7646.0,"","","",""
2012-03-05,402,11206,Monday,3,2012,2635.0,24562.0,5506.0,"","","",""
2012-03-06,403,11206,Tuesday,3,2012,2604.0,23686.0,5242.0,"","","",""
2012-03-07,404,11206,Wednesday,3,2012,2586.0,20866.0,5156.0,"","","",""
2012-03-08,405,11206,Thursday,3,2012,2593.0,21797.0,5369.0,Purim End,Religious,"",""
2012-03-09,406,11206,Friday,3,2012,2602.0,24112.0,5608.0,"","","",""
2012-03-10,407,11207,Saturday,3,2012,3590.0,28103.0,7866.0,"","","",""
2012-03-11,408,11207,Sunday,3,2012,3292.0,29549.0,7771.0,"","","",""
2012-03-12,409,11207,Monday,3,2012,2481.0,24391.0,5629.0,"","","",""
2012-03-13,410,11207,Tuesday,3,2012,2351.0,21406.0,5343.0,"","","",""
2012-03-14,411,11207,Wednesday,3,2012,2247.0,20598.0,4996.0,"","","",""
2012-03-15,412,11207,Thursday,3,2012,2643.0,22828.0,5281.0,"","","",""
2012-03-16,413,11207,Friday,3,2012,2804.0,22504.0,5643.0,"","","",""
2012-03-17,414,11208,Saturday,3,2012,3552.0,26869.0,7483.0,StPatricksDay,Cultural,"",""
2012-03-18,415,11208,Sunday,3,2012,3103.0,26962.0,7629.0,"","","",""
2012-03-19,416,11208,Monday,3,2012,2777.0,20626.0,5784.0,"","","",""
2012-03-20,417,11208,Tuesday,3,2012,2430.0,18225.0,4878.0,"","","",""
2012-03-21,418,11208,Wednesday,3,2012,2349.0,18902.0,4976.0,"","","",""
2012-03-22,419,11208,Thursday,3,2012,2253.0,18815.0,4947.0,"","","",""
2012-03-23,420,11208,Friday,3,2012,2817.0,20793.0,5445.0,"","","",""
2012-03-24,421,11209,Saturday,3,2012,3559.0,26487.0,7043.0,"","","",""
2012-03-25,422,11209,Sunday,3,2012,3133.0,27345.0,7365.0,"","","",""
2012-03-26,423,11209,Monday,3,2012,2321.0,19662.0,5199.0,"","","",""
2012-03-27,424,11209,Tuesday,3,2012,2467.0,17673.0,4509.0,"","","",""
2012-03-28,425,11209,Wednesday,3,2012,2376.0,17683.0,4724.0,"","","",""
2012-03-29,426,11209,Thursday,3,2012,2366.0,16997.0,4516.0,"","","",""
2012-03-30,427,11209,Friday,3,2012,3145.0,21607.0,5980.0,"","","",""
2012-03-31,428,11210,Saturday,3,2012,4013.0,26537.0,7913.0,"","","",""
2012-04-01,429,11210,Sunday,4,2012,3102.0,29224.0,7457.0,"","","",""
2012-04-02,430,11210,Monday,4,2012,2818.0,23227.0,5314.0,"","","",""
2012-04-03,431,11210,Tuesday,4,2012,2767.0,24983.0,5283.0,"","","",""
2012-04-04,432,11210,Wednesday,4,2012,2282.0,21111.0,4925.0,"","","",""
2012-04-05,433,11210,Thursday,4,2012,2530.0,23815.0,5023.0,"","","",""
2012-04-06,434,11210,Friday,4,2012,3085.0,28602.0,5858.0,"","","",""
2012-04-07,435,11211,Saturday,4,2012,3757.0,34587.0,7294.0,"","","",""
2012-04-08,436,11211,Sunday,4,2012,2290.0,27883.0,6037.0,Easter,Cultural,"",""
2012-04-09,437,11211,Monday,4,2012,2672.0,23870.0,5451.0,"","","",""
2012-04-10,438,11211,Tuesday,4,2012,2586.0,21164.0,5050.0,"","","",""
2012-04-11,439,11211,Wednesday,4,2012,2859.0,21572.0,5144.0,"","","",""
2012-04-12,440,11211,Thursday,4,2012,2597.0,21116.0,4855.0,"","","",""
2012-04-13,441,11211,Friday,4,2012,3234.0,22686.0,6018.0,"","","",""
2012-04-14,442,11212,Saturday,4,2012,3623.0,27546.0,7377.0,Pesach End,Religious,"",""
2012-04-15,443,11212,Sunday,4,2012,3224.0,28433.0,7050.0,OrthodoxEaster,Religious,"",""
2012-04-16,444,11212,Monday,4,2012,2848.0,19680.0,5144.0,"","","",""
2012-04-17,445,11212,Tuesday,4,2012,2303.0,18939.0,4825.0,"","","",""
2012-04-18,446,11212,Wednesday,4,2012,2392.0,17589.0,4718.0,"","","",""
2012-04-19,447,11212,Thursday,4,2012,2590.0,17751.0,4483.0,"","","",""
2012-04-20,448,11212,Friday,4,2012,2613.0,20271.0,5259.0,"","","",""
2012-04-21,449,11213,Saturday,4,2012,3245.0,26514.0,6949.0,"","","",""
2012-04-22,450,11213,Sunday,4,2012,3014.0,26894.0,6856.0,"","","",""
2012-04-23,451,11213,Monday,4,2012,2670.0,19078.0,4922.0,"","","",""
2012-04-24,452,11213,Tuesday,4,2012,2459.0,17829.0,4560.0,"","","",""
2012-04-25,453,11213,Wednesday,4,2012,2498.0,17621.0,4329.0,"","","",""
2012-04-26,454,11213,Thursday,4,2012,2282.0,17733.0,4515.0,"","","",""
2012-04-27,455,11213,Friday,4,2012,2825.0,20502.0,5650.0,"","","",""
2012-04-28,456,11214,Saturday,4,2012,3534.0,25131.0,6982.0,"","","",""
2012-04-29,457,11214,Sunday,4,2012,3407.0,25978.0,6739.0,"","","",""
2012-04-30,458,11214,Monday,4,2012,2393.0,19645.0,5318.0,"","","",""
2012-05-01,459,11214,Tuesday,5,2012,2846.0,21643.0,5801.0,"","","",""
2012-05-02,460,11214,Wednesday,5,2012,2736.0,21481.0,5022.0,"","","",""
2012-05-03,461,11214,Thursday,5,2012,3228.0,24223.0,5508.0,"","","",""
2012-05-04,462,11214,Friday,5,2012,3180.0,24116.0,5636.0,"","","",""
2012-05-05,463,11215,Saturday,5,2012,3268.0,29358.0,6575.0,Cinco De Mayo,Cultural,"",""
2012-05-06,464,11215,Sunday,5,2012,3375.0,31323.0,6831.0,"","","",""
2012-05-07,465,11215,Monday,5,2012,2204.0,26266.0,5007.0,"","","",""
2012-05-08,466,11215,Tuesday,5,2012,2074.0,23671.0,4688.0,"","","",""
2012-05-09,467,11215,Wednesday,5,2012,2090.0,23528.0,4586.0,"","","",""
2012-05-10,468,11215,Thursday,5,2012,2203.0,21741.0,4220.0,"","","",""
2012-05-11,469,11215,Friday,5,2012,2279.0,25591.0,4944.0,"","","",""
2012-05-12,470,11216,Saturday,5,2012,2714.0,31472.0,6686.0,"","","",""
2012-05-13,471,11216,Sunday,5,2012,2306.0,26101.0,5362.0,Mother's day,Cultural,"",""
2012-05-14,472,11216,Monday,5,2012,2063.0,24377.0,5143.0,"","","",""
2012-05-15,473,11216,Tuesday,5,2012,2244.0,24516.0,4998.0,"","","",""
2012-05-16,474,11216,Wednesday,5,2012,2289.0,21413.0,4975.0,"","","",""
2012-05-17,475,11216,Thursday,5,2012,1986.0,20836.0,4501.0,"","","",""
2012-05-18,476,11216,Friday,5,2012,2338.0,24572.0,5401.0,"","","",""
2012-05-19,477,11217,Saturday,5,2012,2855.0,28523.0,6551.0,"","","",""
2012-05-20,478,11217,Sunday,5,2012,2644.0,29991.0,6879.0,"","","",""
2012-05-21,479,11217,Monday,5,2012,2175.0,21320.0,5310.0,"","","",""
2012-05-22,480,11217,Tuesday,5,2012,1951.0,20500.0,5051.0,"","","",""
2012-05-23,481,11217,Wednesday,5,2012,1947.0,19877.0,4799.0,"","","",""
2012-05-24,482,11217,Thursday,5,2012,2164.0,21049.0,4750.0,"","","",""
2012-05-25,483,11217,Friday,5,2012,2424.0,24619.0,5754.0,"","","",""
2012-05-26,484,11218,Saturday,5,2012,2790.0,27755.0,6694.0,"","","",""
2012-05-27,485,11218,Sunday,5,2012,2798.0,25055.0,6000.0,"","","",""
2012-05-28,486,11218,Monday,5,2012,2652.0,24793.0,5962.0,MemorialDay,National,"",""
2012-05-29,487,11218,Tuesday,5,2012,2620.0,20884.0,5116.0,"","","",""
2012-05-30,488,11218,Wednesday,5,2012,2547.0,19506.0,5097.0,"","","",""
2012-05-31,489,11218,Thursday,5,2012,2896.0,20298.0,5615.0,"","","",""
2012-06-01,490,11218,Friday,6,2012,3774.0,26898.0,8857.0,"","","",""
2012-06-02,491,11219,Saturday,6,2012,3743.0,32202.0,8998.0,"","","",""
2012-06-03,492,11219,Sunday,6,2012,3287.0,33122.0,7501.0,"","","",""
2012-06-04,493,11219,Monday,6,2012,2967.0,24514.0,5813.0,"","","",""
2012-06-05,494,11219,Tuesday,6,2012,2556.0,26183.0,5267.0,"","","",""
2012-06-06,495,11219,Wednesday,6,2012,2879.0,25754.0,4954.0,"","","",""
2012-06-07,496,11219,Thursday,6,2012,2773.0,24494.0,5268.0,"","","",""
2012-06-08,497,11219,Friday,6,2012,3280.0,27811.0,5810.0,"","","",""
2012-06-09,498,11220,Saturday,6,2012,3513.0,32770.0,7026.0,"","","",""
2012-06-10,499,11220,Sunday,6,2012,3315.0,32818.0,8811.0,"","","",""
2012-06-11,500,11220,Monday,6,2012,2787.0,29649.0,7200.0,"","","",""
2012-06-12,501,11220,Tuesday,6,2012,2431.0,26197.0,6446.0,NBAFinalsStart,Sporting,"",""
2012-06-13,502,11220,Wednesday,6,2012,2736.0,23692.0,6502.0,"","","",""
2012-06-14,503,11220,Thursday,6,2012,2500.0,24772.0,6510.0,"","","",""
2012-06-15,504,11220,Friday,6,2012,3201.0,30641.0,7956.0,"","","",""
2012-06-16,505,11221,Saturday,6,2012,3826.0,31590.0,9022.0,"","","",""
2012-06-17,506,11221,Sunday,6,2012,2927.0,28421.0,7691.0,Father's day,Cultural,"",""
2012-06-18,507,11221,Monday,6,2012,2784.0,24353.0,6963.0,"","","",""
2012-06-19,508,11221,Tuesday,6,2012,2513.0,22653.0,6801.0,"","","",""
2012-06-20,509,11221,Wednesday,6,2012,2603.0,22145.0,6720.0,"","","",""
2012-06-21,510,11221,Thursday,6,2012,2854.0,21436.0,6474.0,NBAFinalsEnd,Sporting,"",""
2012-06-22,511,11221,Friday,6,2012,3602.0,25388.0,7487.0,"","","",""
2012-06-23,512,11222,Saturday,6,2012,3248.0,28070.0,8692.0,"","","",""
2012-06-24,513,11222,Sunday,6,2012,3207.0,28785.0,8517.0,"","","",""
2012-06-25,514,11222,Monday,6,2012,2609.0,22147.0,7091.0,"","","",""
2012-06-26,515,11222,Tuesday,6,2012,2737.0,20473.0,6161.0,"","","",""
2012-06-27,516,11222,Wednesday,6,2012,2527.0,20323.0,6035.0,"","","",""
2012-06-28,517,11222,Thursday,6,2012,2468.0,21063.0,6054.0,"","","",""
2012-06-29,518,11222,Friday,6,2012,3434.0,24863.0,8080.0,"","","",""
2012-06-30,519,11223,Saturday,6,2012,3985.0,27386.0,9223.0,"","","",""
2012-07-01,520,11223,Sunday,7,2012,2636.0,29233.0,8830.0,"","","",""
2012-07-02,521,11223,Monday,7,2012,2314.0,26523.0,7026.0,"","","",""
2012-07-03,522,11223,Tuesday,7,2012,2414.0,29682.0,7446.0,"","","",""
2012-07-04,523,11223,Wednesday,7,2012,1930.0,24727.0,5999.0,IndependenceDay,National,"",""
2012-07-05,524,11223,Thursday,7,2012,2081.0,25331.0,6996.0,"","","",""
2012-07-06,525,11223,Friday,7,2012,2638.0,29846.0,7507.0,"","","",""
2012-07-07,526,11224,Saturday,7,2012,2677.0,30605.0,8149.0,"","","",""
2012-07-08,527,11224,Sunday,7,2012,3367.0,31165.0,8140.0,"","","",""
2012-07-09,528,11224,Monday,7,2012,2647.0,26688.0,6435.0,"","","",""
2012-07-10,529,11224,Tuesday,7,2012,2630.0,23631.0,6326.0,"","","",""
2012-07-11,530,11224,Wednesday,7,2012,2711.0,24229.0,6132.0,"","","",""
2012-07-12,531,11224,Thursday,7,2012,2567.0,24277.0,6233.0,"","","",""
2012-07-13,532,11224,Friday,7,2012,3300.0,25931.0,7351.0,"","","",""
2012-07-14,533,11225,Saturday,7,2012,3692.0,29842.0,8814.0,"","","",""
2012-07-15,534,11225,Sunday,7,2012,3216.0,31949.0,8524.0,"","","",""
2012-07-16,535,11225,Monday,7,2012,2868.0,23498.0,6654.0,"","","",""
2012-07-17,536,11225,Tuesday,7,2012,2596.0,21854.0,5968.0,"","","",""
2012-07-18,537,11225,Wednesday,7,2012,2661.0,20397.0,5858.0,"","","",""
2012-07-19,538,11225,Thursday,7,2012,3137.0,21435.0,6292.0,"","","",""
2012-07-20,539,11225,Friday,7,2012,3405.0,24826.0,7171.0,Ramadan starts,Religious,"",""
2012-07-21,540,11226,Saturday,7,2012,3593.0,27794.0,8157.0,"","","",""
2012-07-22,541,11226,Sunday,7,2012,3390.0,28210.0,8352.0,"","","",""
2012-07-23,542,11226,Monday,7,2012,2735.0,21925.0,6204.0,"","","",""
2012-07-24,543,11226,Tuesday,7,2012,2301.0,21127.0,6051.0,"","","",""
2012-07-25,544,11226,Wednesday,7,2012,2126.0,20424.0,5804.0,"","","",""
2012-07-26,545,11226,Thursday,7,2012,2277.0,20162.0,6099.0,"","","",""
2012-07-27,546,11226,Friday,7,2012,2457.0,22830.0,6553.0,"","","",""
2012-07-28,547,11227,Saturday,7,2012,2783.0,24118.0,7687.0,"","","",""
2012-07-29,548,11227,Sunday,7,2012,2444.0,25927.0,7776.0,"","","",""
2012-07-30,549,11227,Monday,7,2012,2094.0,20822.0,6017.0,"","","",""
2012-07-31,550,11227,Tuesday,7,2012,2353.0,20591.0,6587.0,"","","",""
2012-08-01,551,11227,Wednesday,8,2012,2563.0,23954.0,7453.0,"","","",""
2012-08-02,552,11227,Thursday,8,2012,2604.0,25294.0,7362.0,"","","",""
2012-08-03,553,11227,Friday,8,2012,2833.0,28727.0,7951.0,"","","",""
2012-08-04,554,11228,Saturday,8,2012,2810.0,29657.0,8809.0,"","","",""
2012-08-05,555,11228,Sunday,8,2012,2629.0,31801.0,8579.0,"","","",""
2012-08-06,556,11228,Monday,8,2012,2268.0,27608.0,7148.0,"","","",""
2012-08-07,557,11228,Tuesday,8,2012,2166.0,23779.0,6449.0,"","","",""
2012-08-08,558,11228,Wednesday,8,2012,2023.0,24043.0,6235.0,"","","",""
2012-08-09,559,11228,Thursday,8,2012,2007.0,26042.0,6959.0,"","","",""
2012-08-10,560,11228,Friday,8,2012,2445.0,25861.0,8159.0,"","","",""
2012-08-11,561,11229,Saturday,8,2012,2716.0,32103.0,9262.0,"","","",""
2012-08-12,562,11229,Sunday,8,2012,2647.0,33640.0,9511.0,"","","",""
2012-08-13,563,11229,Monday,8,2012,2055.0,26301.0,7674.0,"","","",""
2012-08-14,564,11229,Tuesday,8,2012,2075.0,25053.0,7184.0,"","","",""
2012-08-15,565,11229,Wednesday,8,2012,2254.0,26310.0,6933.0,"","","",""
2012-08-16,566,11229,Thursday,8,2012,2452.0,24791.0,7162.0,"","","",""
2012-08-17,567,11229,Friday,8,2012,2490.0,25186.0,7781.0,"","","",""
2012-08-18,568,11230,Saturday,8,2012,2885.0,29402.0,9234.0,"","","",""
2012-08-19,569,11230,Sunday,8,2012,2912.0,30722.0,9730.0,Eid al-Fitr,Religious,"",""
2012-08-20,570,11230,Monday,8,2012,2071.0,23145.0,7194.0,"","","",""
2012-08-21,571,11230,Tuesday,8,2012,1954.0,21221.0,7031.0,"","","",""
2012-08-22,572,11230,Wednesday,8,2012,2203.0,19995.0,6724.0,"","","",""
2012-08-23,573,11230,Thursday,8,2012,2012.0,19900.0,6640.0,"","","",""
2012-08-24,574,11230,Friday,8,2012,2439.0,22808.0,7797.0,"","","",""
2012-08-25,575,11231,Saturday,8,2012,2812.0,27425.0,9727.0,"","","",""
2012-08-26,576,11231,Sunday,8,2012,2754.0,29159.0,9108.0,"","","",""
2012-08-27,577,11231,Monday,8,2012,2355.0,21742.0,6913.0,"","","",""
2012-08-28,578,11231,Tuesday,8,2012,2112.0,20118.0,6242.0,"","","",""
2012-08-29,579,11231,Wednesday,8,2012,2061.0,18979.0,6061.0,"","","",""
2012-08-30,580,11231,Thursday,8,2012,1952.0,19819.0,6532.0,"","","",""
2012-08-31,581,11231,Friday,8,2012,2992.0,24435.0,9665.0,"","","",""
2012-09-01,582,11232,Saturday,9,2012,3375.0,30247.0,11008.0,"","","",""
2012-09-02,583,11232,Sunday,9,2012,2609.0,30330.0,9880.0,"","","",""
2012-09-03,584,11232,Monday,9,2012,2469.0,32349.0,9707.0,LaborDay,National,"",""
2012-09-04,585,11232,Tuesday,9,2012,2308.0,22229.0,7342.0,"","","",""
2012-09-05,586,11232,Wednesday,9,2012,2102.0,22931.0,6821.0,"","","",""
2012-09-06,587,11232,Thursday,9,2012,2224.0,23038.0,7313.0,"","","",""
2012-09-07,588,11232,Friday,9,2012,2327.0,24337.0,8111.0,"","","",""
2012-09-08,589,11233,Saturday,9,2012,3017.0,29363.0,10838.0,"","","",""
2012-09-09,590,11233,Sunday,9,2012,2831.0,32936.0,10882.0,"","","",""
2012-09-10,591,11233,Monday,9,2012,2041.0,23144.0,7787.0,"","","",""
2012-09-11,592,11233,Tuesday,9,2012,2151.0,23088.0,7131.0,"","","",""
2012-09-12,593,11233,Wednesday,9,2012,1896.0,22506.0,6616.0,"","","",""
2012-09-13,594,11233,Thursday,9,2012,2028.0,20926.0,7188.0,"","","",""
2012-09-14,595,11233,Friday,9,2012,2510.0,24991.0,8858.0,"","","",""
2012-09-15,596,11234,Saturday,9,2012,3065.0,32157.0,10737.0,"","","",""
2012-09-16,597,11234,Sunday,9,2012,3190.0,30901.0,10195.0,"","","",""
2012-09-17,598,11234,Monday,9,2012,2195.0,22105.0,7560.0,"","","",""
2012-09-18,599,11234,Tuesday,9,2012,2507.0,19639.0,7130.0,"","","",""
2012-09-19,600,11234,Wednesday,9,2012,2195.0,18408.0,6462.0,"","","",""
2012-09-20,601,11234,Thursday,9,2012,2096.0,19301.0,7160.0,"","","",""
2012-09-21,602,11234,Friday,9,2012,2483.0,22378.0,8773.0,"","","",""
2012-09-22,603,11235,Saturday,9,2012,3211.0,27922.0,10756.0,"","","",""
2012-09-23,604,11235,Sunday,9,2012,2775.0,27876.0,10711.0,"","","",""
2012-09-24,605,11235,Monday,9,2012,2280.0,19740.0,7156.0,"","","",""
2012-09-25,606,11235,Tuesday,9,2012,1942.0,18975.0,7062.0,"","","",""
2012-09-26,607,11235,Wednesday,9,2012,2052.0,18298.0,6582.0,"","","",""
2012-09-27,608,11235,Thursday,9,2012,2193.0,18276.0,6762.0,"","","",""
2012-09-28,609,11235,Friday,9,2012,2555.0,21928.0,8173.0,"","","",""
2012-09-29,610,11236,Saturday,9,2012,2985.0,27507.0,10489.0,"","","",""
2012-09-30,611,11236,Sunday,9,2012,2742.0,27352.0,9642.0,"","","",""
2012-10-01,612,11236,Monday,10,2012,2522.0,23833.0,8486.0,"","","",""
2012-10-02,613,11236,Tuesday,10,2012,2362.0,24338.0,7130.0,"","","",""
2012-10-03,614,11236,Wednesday,10,2012,2476.0,24361.0,7383.0,"","","",""
2012-10-04,615,11236,Thursday,10,2012,2434.0,20913.0,6728.0,"","","",""
2012-10-05,616,11236,Friday,10,2012,2432.0,24515.0,7641.0,"","","",""
2012-10-06,617,11237,Saturday,10,2012,2950.0,31141.0,9949.0,"","","",""
2012-10-07,618,11237,Sunday,10,2012,2757.0,29673.0,9442.0,"","","",""
2012-10-08,619,11237,Monday,10,2012,2189.0,24230.0,7371.0,ColumbusDay,National,"",""
2012-10-09,620,11237,Tuesday,10,2012,2246.0,23636.0,6413.0,"","","",""
2012-10-10,621,11237,Wednesday,10,2012,2020.0,21331.0,6618.0,"","","",""
2012-10-11,622,11237,Thursday,10,2012,2220.0,21622.0,6156.0,"","","",""
2012-10-12,623,11237,Friday,10,2012,2568.0,24707.0,7777.0,"","","",""
2012-10-13,624,11238,Saturday,10,2012,3042.0,28872.0,10312.0,"","","",""
2012-10-14,625,11238,Sunday,10,2012,2743.0,29499.0,9995.0,"","","",""
2012-10-15,626,11238,Monday,10,2012,2187.0,24260.0,7237.0,"","","",""
2012-10-16,627,11238,Tuesday,10,2012,1973.0,19213.0,6683.0,"","","",""
2012-10-17,628,11238,Wednesday,10,2012,2112.0,18531.0,6460.0,"","","",""
2012-10-18,629,11238,Thursday,10,2012,2249.0,17729.0,6191.0,"","","",""
2012-10-19,630,11238,Friday,10,2012,2380.0,20116.0,7215.0,"","","",""
2012-10-20,631,11239,Saturday,10,2012,2815.0,24247.0,9627.0,"","","",""
2012-10-21,632,11239,Sunday,10,2012,2763.0,24911.0,9313.0,"","","",""
2012-10-22,633,11239,Monday,10,2012,2117.0,18082.0,6513.0,"","","",""
2012-10-23,634,11239,Tuesday,10,2012,2050.0,17205.0,6164.0,"","","",""
2012-10-24,635,11239,Wednesday,10,2012,2128.0,16486.0,5776.0,"","","",""
